,adview,views,likes,dislikes,comment,published,dur_sec,category_A,category_B,category_C,category_D,category_E,category_G,category_H
10900,7,878762.0,2667.0,576.0,219.0,2016-08-07,258,0,0,0,0,0,0,1
10901,161,83225.0,80.0,25.0,13.0,2016-04-08,304,0,0,0,1,0,0,0
10902,3,557182.0,831.0,215.0,57.0,2015-12-16,5542,0,0,0,1,0,0,0
10903,158,423657.0,1252.0,106.0,628.0,2016-08-21,1492,1,0,0,0,0,0,0
10904,168,6164286.0,22776.0,2754.0,1702.0,2013-07-31,781,0,0,0,0,0,1,0
10905,1,224.0,5.0,0.0,2.0,2016-11-11,277,0,0,0,1,0,0,0
10906,1,21293.0,27.0,2.0,0.0,2015-06-04,111,0,0,0,1,0,0,0
10907,4,2810325.0,1734.0,544.0,100.0,2014-07-05,33,0,0,0,1,0,0,0
10908,61,99676.0,69.0,14.0,3.0,2013-12-07,681,0,0,0,1,0,0,0
10909,1,101336.0,853.0,21.0,97.0,2016-09-17,343,0,0,0,0,0,0,0
10910,1,189255.0,1370.0,29.0,44.0,2015-07-29,240,0,0,0,1,0,0,0
10911,2,57682.0,172.0,8.0,2.0,2011-12-25,138,0,0,0,1,0,0,0
10912,5,2076713.0,3994.0,519.0,233.0,2016-04-11,121,0,0,0,1,0,0,0
10913,1,17668.0,47.0,3.0,5.0,2013-10-09,594,0,0,0,1,0,0,0
10914,2140,3324.0,23.0,6.0,0.0,2017-01-21,11,0,0,0,0,1,0,0
10915,2,33091.0,89.0,18.0,4.0,2016-08-30,2581,0,0,0,1,0,0,0
10916,29,2263034.0,19874.0,300.0,3779.0,2016-09-21,592,0,1,0,0,0,0,0
10917,1,704566.0,3727.0,210.0,49.0,2015-03-22,136,0,0,0,0,0,1,0
10918,27,1051841.0,2591.0,467.0,176.0,2015-01-06,5478,0,0,0,0,0,1,0
10919,2,289882.0,2863.0,314.0,498.0,2015-06-01,246,0,0,0,1,0,0,0
10920,1,33088.0,12.0,8.0,1.0,2015-04-14,1834,0,0,0,1,0,0,0
10921,2,145033.0,107.0,44.0,16.0,2013-08-28,2026,0,0,0,1,0,0,0
10922,3,221120.0,243.0,34.0,24.0,2010-04-12,852,0,0,0,1,0,0,0
10923,1,108393.0,282.0,14.0,15.0,2016-02-23,90,0,0,0,1,0,0,0
10924,8,544731.0,7704.0,137.0,1563.0,2016-08-23,888,0,1,0,0,0,0,0
10925,3,13513.0,11.0,2.0,3.0,2016-06-20,91,0,0,0,1,0,0,0
10926,1,51379.0,359.0,9.0,7.0,2016-02-10,147,0,0,1,0,0,0,0
10927,2,4783.0,131.0,2.0,5.0,2014-10-07,193,0,0,0,1,0,0,0
10928,2,949635.0,1821.0,286.0,361.0,2016-04-14,151,0,0,0,1,0,0,0
10929,2,168595.0,204.0,41.0,19.0,2014-01-15,7619,0,0,0,1,0,0,0
10930,3,1735842.0,2285.0,182.0,136.0,2015-09-09,445,0,1,0,0,0,0,0
10931,1,1067513.0,1595.0,415.0,187.0,2016-10-08,283,0,0,0,0,0,1,0
10932,31,11491843.0,11531.0,4492.0,720.0,2015-09-30,668,0,0,0,0,1,0,0
10933,3,820895.0,275.0,235.0,5.0,2014-12-23,944,0,0,0,0,1,0,0
10934,8,839064.0,1652.0,118.0,112.0,2011-11-08,320,0,0,0,1,0,0,0
10935,6,4461287.0,4864.0,1804.0,286.0,2014-10-08,54,0,0,0,0,0,1,0
10936,2032,13697.0,168.0,13.0,10.0,2016-09-29,314,0,0,0,0,0,1,0
10937,90,546893.0,2964.0,64.0,220.0,2015-02-03,334,0,0,0,1,0,0,0
10938,9,168024.0,827.0,20.0,44.0,2016-08-14,205,0,0,0,1,0,0,0
10939,3,38311.0,456.0,8.0,71.0,2016-08-15,3995,0,0,0,0,0,1,0
10940,1,2898.0,9.0,0.0,1.0,2010-12-24,602,0,0,0,0,0,1,0
10941,785,1487.0,28.0,2.0,23.0,2015-03-18,282,0,1,0,0,0,0,0
10942,103,4305506.0,12043.0,1240.0,389.0,2014-05-05,813,0,0,0,1,0,0,0
10943,1,135341.0,423.0,13.0,23.0,2015-10-13,62,0,1,0,0,0,0,0
10944,1,1519.0,3.0,0.0,0.0,2016-10-13,350,0,0,0,1,0,0,0
10945,6722,23814.0,20.0,3.0,0.0,2016-06-21,74,0,0,0,1,0,0,0
10946,1,723.0,9.0,1.0,0.0,2013-10-06,11,0,0,0,1,0,0,0
10947,1,589075.0,1859.0,386.0,1206.0,2015-07-20,273,0,0,0,0,0,0,0
10948,1,2658.0,2.0,1.0,0.0,2013-10-07,73,0,0,0,0,0,0,0
10949,17,400592.0,1469.0,73.0,65.0,2014-01-13,561,0,0,0,1,0,0,0
10950,1,97408.0,121.0,46.0,158.0,2015-12-03,1391,0,0,0,1,0,0,0
10951,2,221255.0,371.0,61.0,31.0,2013-11-06,742,0,0,0,1,0,0,0
10952,2,113398.0,26.0,37.0,0.0,2016-02-28,149,0,0,0,1,0,0,0
10953,19,3402374.0,22167.0,810.0,1499.0,2016-08-15,352,0,0,0,1,0,0,0
10954,3,8026.0,40.0,4.0,0.0,2014-04-01,237,0,0,0,0,0,1,0
10955,4,734386.0,8845.0,704.0,1807.0,2016-09-01,415,0,0,0,1,0,0,0
10956,1,86071.0,206.0,16.0,9.0,2014-10-18,1137,0,0,0,0,0,1,0
10957,1,368964.0,4534.0,222.0,1231.0,2016-07-21,250,0,0,0,0,0,0,0
10958,2,330474.0,741.0,78.0,98.0,2015-05-22,5688,0,0,0,0,1,0,0
10959,24,1570431.0,18627.0,747.0,1650.0,2016-10-11,194,0,0,0,1,0,0,0
10960,40,171668.0,1141.0,26.0,138.0,2015-12-30,198,0,1,0,0,0,0,0
10961,18,437.0,0.0,0.0,1.0,2016-09-09,76,0,0,0,1,0,0,0
10962,1,462421.0,1338.0,270.0,,2016-12-13,898,0,0,0,0,0,0,1
10963,27,251653.0,532.0,28.0,23.0,2014-03-27,940,0,0,0,1,0,0,0
10964,3,34675.0,45.0,10.0,2.0,2014-09-05,204,0,0,0,1,0,0,0
10965,2,421780.0,2937.0,523.0,2149.0,2016-07-23,342,0,0,0,0,0,0,0
10966,2,173037.0,8207.0,506.0,1130.0,2015-07-01,230,0,0,0,1,0,0,0
10967,1,14219.0,21.0,3.0,1.0,2015-06-16,1231,0,0,0,0,0,0,1
10968,2,72966.0,136.0,6.0,4.0,2013-07-26,234,0,0,0,0,0,1,0
10969,13,244371.0,604.0,60.0,71.0,2013-02-07,244,0,0,0,0,0,1,0
10970,1,710878.0,440.0,198.0,17.0,2015-07-09,695,0,0,0,1,0,0,0
10971,2,1547276.0,3585.0,421.0,390.0,2016-06-30,2931,0,0,0,1,0,0,0
10972,1,23487.0,586.0,1.0,168.0,2016-07-27,541,0,0,0,1,0,0,0
10973,1,302662.0,1002.0,52.0,286.0,2012-11-10,341,1,0,0,0,0,0,0
10974,2,1525235.0,5368.0,364.0,209.0,2015-10-13,310,0,0,0,0,0,1,0
10975,1,13970.0,40.0,1.0,0.0,2010-11-18,1283,0,0,0,0,0,1,0
10976,6,14191.0,189.0,4.0,28.0,2016-12-29,598,0,0,0,1,0,0,0
10977,2,238870.0,3076.0,64.0,2898.0,2016-05-23,651,0,0,0,1,0,0,0
10978,1,29236.0,154.0,4.0,0.0,2016-06-28,112,0,0,1,0,0,0,0
10979,19,972094.0,2857.0,276.0,308.0,2011-06-14,8954,0,0,0,1,0,0,0
10980,7,5595779.0,6028.0,2233.0,760.0,2015-07-29,6783,0,0,0,1,0,0,0
10981,1,9166.0,34.0,3.0,3.0,2013-06-15,239,0,0,0,0,1,0,0
10982,1,133666.0,94.0,12.0,5.0,2010-12-17,609,0,0,0,1,0,0,0
10983,1,642.0,0.0,0.0,1.0,2013-08-08,45,0,0,0,1,0,0,0
10984,1,2244862.0,10985.0,447.0,764.0,2016-05-30,943,0,0,0,1,0,0,0
10985,2,516121.0,578.0,127.0,35.0,2014-10-18,287,0,0,0,0,0,0,1
10986,59428,63235.0,,,1.0,2017-04-09,31,0,0,0,1,0,0,0
10987,104,1461282.0,6287.0,534.0,838.0,2014-04-07,165,0,0,0,1,0,0,0
10988,9,2689.0,9.0,3.0,0.0,2015-05-22,237,0,0,0,0,0,1,0
10989,2,108476.0,92.0,21.0,18.0,2014-05-26,915,0,0,0,1,0,0,0
10990,1,5622.0,8.0,1.0,2.0,2012-10-19,167,1,0,0,0,0,0,0
10991,14,1108169.0,516.0,423.0,24.0,2015-12-17,119,0,0,0,0,1,0,0
10992,1,81323.0,180.0,14.0,16.0,2014-12-25,3162,0,0,0,0,0,0,1
10993,1,1224872.0,6237.0,503.0,1129.0,2015-03-02,351,0,0,0,1,0,0,0
10994,2,136782.0,465.0,57.0,31.0,2015-02-18,1495,0,0,0,0,0,0,1
10995,1164,2263.0,55.0,1.0,11.0,2016-12-19,288,0,0,0,0,0,0,0
10996,290,947734.0,31438.0,252.0,636.0,2016-02-19,286,0,1,0,0,0,0,0
10997,75,661311.0,1021.0,154.0,85.0,2013-03-22,202,0,0,0,1,0,0,0
10998,2,43700.0,28.0,16.0,5.0,2008-03-13,279,0,0,0,0,0,1,0
10999,1,3994.0,224.0,1.0,16.0,2016-08-18,210,0,0,0,1,0,0,0
11000,1,48112.0,144.0,2.0,26.0,2008-11-21,449,0,0,0,1,0,0,0
11001,4,94723.0,104.0,12.0,4.0,2016-05-20,257,0,0,0,1,0,0,0
11002,17,1081360.0,1111.0,93.0,81.0,2010-04-05,213,0,0,0,1,0,0,0
11003,1,63129.0,1954.0,20.0,70.0,2017-04-18,241,0,0,0,0,0,1,0
11004,2,1476.0,18.0,5.0,0.0,2014-04-09,281,0,0,0,0,0,1,0
11005,9,695545.0,4983.0,590.0,1929.0,2015-06-22,105,0,0,0,0,0,0,0
11006,2,1190846.0,2943.0,627.0,208.0,2014-12-18,238,0,0,0,0,0,1,0
11007,4,1956463.0,2490.0,818.0,101.0,2014-12-22,169,0,0,0,0,0,1,0
11008,2,136572.0,86.0,24.0,4.0,2016-08-23,40,0,0,0,1,0,0,0
11009,4,2480337.0,757.0,455.0,413.0,2016-08-22,228,0,0,0,0,0,0,1
11010,1,101733.0,89.0,33.0,26.0,2012-10-13,2382,0,0,0,1,0,0,0
11011,3,18094.0,97.0,5.0,31.0,2014-03-22,877,0,0,0,1,0,0,0
11012,9,614289.0,487.0,249.0,,2016-08-20,545,0,0,0,1,0,0,0
11013,3,3162046.0,19281.0,1492.0,490.0,2014-06-14,236,0,0,0,0,0,1,0
11014,1,155474.0,4955.0,379.0,2487.0,2017-01-10,732,0,0,0,0,0,0,1
11015,1,1186408.0,1983.0,250.0,74.0,2016-10-31,629,0,0,0,1,0,0,0
11016,1,634652.0,8560.0,231.0,865.0,2017-03-08,225,0,0,0,0,0,0,0
11017,1,419212.0,190.0,41.0,8.0,2011-12-16,66,0,0,0,1,0,0,0
11018,1,216421.0,1635.0,42.0,352.0,2015-01-26,256,0,0,0,1,0,0,0
11019,1,387955.0,691.0,63.0,208.0,2016-04-26,607,0,0,0,0,1,0,0
11020,1,810.0,,,0.0,2017-04-05,21,0,0,0,1,0,0,0
11021,1,22550.0,15.0,1.0,1.0,2015-01-03,213,0,0,0,0,0,1,0
11022,1,33516.0,312.0,9.0,7.0,2014-09-08,889,0,0,0,1,0,0,0
11023,1,45813.0,191.0,9.0,10.0,2016-01-07,1845,0,0,1,0,0,0,0
11024,20,63263.0,360.0,5.0,41.0,2015-08-27,215,0,0,0,1,0,0,0
11025,2,1219139.0,6010.0,300.0,448.0,2015-11-10,330,0,0,0,0,1,0,0
11026,4,642945.0,5127.0,142.0,1635.0,2016-07-26,686,0,0,0,1,0,0,0
11027,3,38869.0,743.0,23.0,72.0,2016-09-07,309,0,0,0,1,0,0,0
11028,1,421482.0,1783.0,40.0,43.0,2015-03-11,655,0,0,0,1,0,0,0
11029,1291,2039.0,10.0,0.0,0.0,2016-01-20,667,0,0,0,0,0,0,0
11030,1,3781.0,41.0,1.0,18.0,2012-04-14,620,0,0,0,1,0,0,0
11031,1,10144.0,20.0,2.0,1.0,2015-03-19,6392,0,0,0,0,1,0,0
11032,2,2129268.0,3412.0,247.0,515.0,2010-10-15,260,0,0,0,0,0,1,0
11033,1,2852195.0,3960.0,1438.0,478.0,2016-11-02,694,0,0,0,1,0,0,0
11034,6,297534.0,689.0,59.0,67.0,2016-06-10,340,0,0,0,0,1,0,0
11035,2,492568.0,1770.0,519.0,,2016-04-22,308,0,0,0,1,0,0,0
11036,915,8782.0,34.0,1.0,2.0,2016-12-30,279,0,0,0,0,0,1,0
11037,1,9883.0,5.0,2.0,3.0,2013-01-15,47,0,0,0,1,0,0,0
11038,1,1057192.0,1632.0,411.0,113.0,2014-11-20,273,0,0,0,0,0,1,0
11039,124,3497.0,1.0,1.0,1.0,2011-06-23,110,0,0,0,1,0,0,0
11040,2,37260.0,560.0,7.0,103.0,2016-09-23,287,0,0,0,1,0,0,0
11041,12,110799.0,427.0,9.0,27.0,2014-03-12,827,0,0,0,1,0,0,0
11042,4,3740.0,54.0,0.0,1.0,2016-01-14,114,0,0,0,0,0,1,0
11043,10,375369.0,805.0,107.0,62.0,2013-08-04,684,0,0,0,1,0,0,0
11044,1,84918.0,88.0,17.0,0.0,2015-08-10,7730,0,0,0,1,0,0,0
11045,1,5961.0,116.0,1.0,12.0,2014-10-24,1994,0,0,0,0,0,1,0
11046,1,189312.0,421.0,95.0,96.0,2015-09-25,96,1,0,0,0,0,0,0
11047,4,10945.0,57.0,9.0,3.0,2014-05-15,3066,0,0,0,0,0,1,0
11048,1,293369.0,74.0,57.0,5.0,2014-12-12,107,0,0,0,1,0,0,0
11049,1,1640912.0,4833.0,220.0,3268.0,2016-04-14,733,0,0,0,0,1,0,0
11050,1,43564.0,310.0,2.0,10.0,2015-09-02,795,0,0,0,1,0,0,0
11051,70,391778.0,4144.0,144.0,933.0,2016-05-14,465,0,1,0,0,0,0,0
11052,1,68170.0,129.0,7.0,34.0,2013-07-17,54,0,0,1,0,0,0,0
11053,1,14321.0,67.0,5.0,28.0,2011-10-27,462,0,0,0,1,0,0,0
11054,5,3627376.0,19750.0,1047.0,1182.0,2016-09-29,134,0,0,0,1,0,0,0
11055,1,27556.0,38.0,0.0,3.0,2010-12-13,426,0,0,0,1,0,0,0
11056,1,117249.0,174.0,36.0,2.0,2012-10-30,356,0,0,0,0,0,0,0
11057,1,44702.0,213.0,30.0,8.0,2015-09-09,3406,0,0,0,0,0,0,0
11058,30,1490000.0,1070.0,447.0,136.0,2016-08-05,604,0,0,0,1,0,0,0
11059,1,32967.0,34.0,7.0,3.0,2011-10-13,6564,0,0,0,0,1,0,0
11060,1,4079.0,1.0,0.0,0.0,2013-11-04,224,0,0,0,1,0,0,0
11061,1,156014.0,1528.0,72.0,1146.0,2015-08-01,401,0,0,0,1,0,0,0
11062,1,439918.0,1020.0,104.0,54.0,2013-01-22,177,0,0,0,1,0,0,0
11063,1,70422.0,506.0,17.0,126.0,2013-10-22,402,1,0,0,0,0,0,0
11064,1,390311.0,1942.0,173.0,93.0,2014-09-18,361,0,0,0,1,0,0,0
11065,1,393840.0,769.0,116.0,67.0,2015-08-12,9999,0,0,0,1,0,0,0
11066,54,32875902.0,188279.0,18727.0,17996.0,2015-11-13,280,0,0,0,1,0,0,0
11067,1,367266.0,295.0,208.0,12.0,2017-03-21,4954,0,0,0,0,1,0,0
11068,1,10013.0,12.0,3.0,1.0,2012-12-14,97,0,0,0,1,0,0,0
11069,1,326189.0,1584.0,113.0,716.0,2016-04-26,251,0,0,0,0,1,0,0
11070,12,321120.0,639.0,45.0,56.0,2016-07-06,298,0,0,0,0,1,0,0
11071,2,1746323.0,21089.0,244.0,2644.0,2014-07-05,225,0,1,0,0,0,0,0
11072,3,248163.0,424.0,22.0,8.0,2010-09-06,551,0,0,0,1,0,0,0
11073,1,6475.0,106.0,0.0,11.0,2014-08-19,269,0,0,0,0,1,0,0
11074,1,12615.0,63.0,2.0,20.0,2010-12-24,1051,0,0,0,1,0,0,0
11075,2,30161.0,85.0,4.0,11.0,2013-12-10,1486,0,0,0,1,0,0,0
11076,1,19499.0,256.0,11.0,9.0,2014-01-17,285,0,1,0,0,0,0,0
11077,6,475725.0,267.0,81.0,102.0,2016-08-17,179,0,0,0,1,0,0,0
11078,503,1433.0,6.0,0.0,0.0,2015-04-20,129,1,0,0,0,0,0,0
11079,2,108140.0,188.0,47.0,37.0,2014-10-13,7128,0,0,0,0,1,0,0
11080,1,187789.0,240.0,30.0,26.0,2013-10-31,5191,0,0,0,0,1,0,0
11081,51,34300.0,358.0,9.0,18.0,2016-02-26,21,0,0,0,0,1,0,0
11082,165968,218737.0,1163.0,9.0,117.0,2016-08-17,340,0,0,0,1,0,0,0
11083,1,4501743.0,49661.0,2221.0,2260.0,2015-05-01,229,0,0,0,1,0,0,0
11084,18,1404692.0,11504.0,619.0,4338.0,2016-05-02,2100,0,0,0,0,0,0,1
11085,4,1111228.0,1897.0,257.0,134.0,2016-03-09,10104,0,0,0,1,0,0,0
11086,2,685804.0,2830.0,192.0,109.0,2017-02-12,196,0,0,0,0,1,0,0
11087,3,172833.0,430.0,54.0,51.0,2012-08-27,255,0,0,0,0,0,0,0
11088,1,18421.0,67.0,7.0,15.0,2012-03-11,280,0,0,0,0,0,1,0
11089,1,36036.0,113.0,7.0,32.0,2015-01-28,985,1,0,0,0,0,0,0
11090,1,27570.0,297.0,16.0,114.0,2013-12-11,581,0,0,0,1,0,0,0
11091,2,244820.0,377.0,45.0,12.0,2014-01-02,2133,0,0,0,1,0,0,0
11092,2,39931.0,18.0,4.0,0.0,2012-05-11,88,0,0,0,0,1,0,0
11093,1,2626.0,12.0,3.0,0.0,2010-11-10,75,0,0,0,0,0,1,0
11094,1,787685.0,4937.0,2066.0,,2016-02-06,342,0,0,0,0,0,0,0
11095,2,1285119.0,4184.0,133.0,245.0,2013-11-28,183,0,0,0,0,1,0,0
11096,2,2074756.0,1920.0,670.0,,2016-06-30,8254,0,0,0,0,1,0,0
11097,1,5388.0,5.0,0.0,0.0,2010-10-02,311,0,0,0,1,0,0,0
11098,10,449776.0,376.0,41.0,15.0,2010-05-10,459,0,0,0,1,0,0,0
11099,4,61652.0,162.0,5.0,30.0,2016-04-04,138,0,0,0,1,0,0,0
11100,6,1491611.0,23369.0,247.0,3469.0,2015-09-12,223,0,1,0,0,0,0,0
11101,13123,72784.0,455.0,4.0,6.0,2015-06-12,122,0,0,0,1,0,0,0
11102,1,16128.0,90.0,4.0,16.0,2013-11-11,407,0,0,0,1,0,0,0
11103,1,292425.0,892.0,54.0,90.0,2015-01-16,900,0,0,0,1,0,0,0
11104,45,1275766.0,1637.0,79.0,100.0,2013-08-11,248,0,0,0,0,1,0,0
11105,6,432604.0,283.0,140.0,65.0,2016-09-12,603,0,0,0,1,0,0,0
11106,1,230335.0,6811.0,182.0,1623.0,2017-04-11,354,0,1,0,0,0,0,0
11107,1,559463.0,2889.0,239.0,216.0,2016-04-28,215,0,0,0,0,1,0,0
11108,1,70538.0,16.0,18.0,0.0,2015-09-04,113,0,0,0,0,0,0,1
11109,1,193762.0,679.0,171.0,79.0,2013-09-24,181,0,0,0,0,0,0,0
11110,1,393627.0,1676.0,64.0,77.0,2016-03-11,74,0,0,0,1,0,0,0
11111,1,122982.0,403.0,19.0,23.0,2016-04-18,264,0,0,0,0,1,0,0
11112,21,126523.0,254.0,33.0,17.0,2013-08-08,728,0,0,0,0,0,1,0
11113,1,81097.0,58.0,22.0,6.0,2016-01-03,382,0,0,0,1,0,0,0
11114,8,2141625.0,2756.0,833.0,1837.0,2016-06-08,187,0,0,0,1,0,0,0
11115,8,330.0,6.0,0.0,0.0,2017-01-24,31,0,0,0,1,0,0,0
11116,4,204478.0,573.0,26.0,24.0,2014-05-31,621,0,0,0,1,0,0,0
11117,3,1989573.0,1922.0,419.0,137.0,2011-11-01,142,0,0,0,0,0,0,0
11118,1,34388.0,659.0,18.0,104.0,2016-09-13,414,0,0,0,1,0,0,0
11119,2,13248.0,36.0,1.0,12.0,2015-09-16,31,0,0,0,1,0,0,0
11120,42,36961.0,555.0,10.0,34.0,2016-06-11,210,0,0,0,0,0,1,0
11121,68,2440376.0,7991.0,418.0,238.0,2012-02-13,684,0,0,0,1,0,0,0
11122,1,2974.0,12.0,0.0,1.0,2015-12-16,954,0,0,0,1,0,0,0
11123,27,989786.0,3019.0,343.0,257.0,2014-06-16,4478,0,0,0,0,0,1,0
11124,7,482738.0,1733.0,205.0,91.0,2014-11-13,8213,0,0,0,0,0,1,0
11125,1,269055.0,277.0,52.0,62.0,2016-06-08,408,0,0,0,0,0,1,0
11126,1,25810.0,57.0,8.0,0.0,2015-10-23,7564,0,0,0,1,0,0,0
11127,1,815.0,0.0,0.0,0.0,2015-07-07,9384,0,0,0,0,1,0,0
11128,1,253962.0,2035.0,171.0,139.0,2017-02-03,583,0,0,0,0,0,0,0
11129,2,144067.0,383.0,42.0,40.0,2014-10-28,257,0,0,0,0,1,0,0
11130,10511,11574.0,18.0,1.0,0.0,2016-03-22,83,0,0,1,0,0,0,0
11131,1185,5734.0,100.0,6.0,32.0,2017-01-18,354,0,0,0,0,0,0,0
11132,1,559697.0,743.0,102.0,130.0,2016-09-18,932,0,0,0,0,0,0,1
11133,3,390513.0,3905.0,32.0,359.0,2016-02-22,1094,0,0,0,0,1,0,0
11134,1,18645.0,17.0,8.0,1.0,2015-10-27,7522,0,0,0,1,0,0,0
11135,12,1556.0,7.0,3.0,0.0,2016-12-10,214,0,0,0,1,0,0,0
11136,29,146050.0,176.0,21.0,,2013-09-02,448,0,1,0,0,0,0,0
11137,2,33764.0,46.0,5.0,6.0,2011-06-15,664,0,0,0,0,1,0,0
11138,8,957597.0,12321.0,359.0,1317.0,2016-12-28,374,0,1,0,0,0,0,0
11139,2,1722948.0,17439.0,392.0,595.0,2015-11-24,323,0,0,0,0,0,1,0
11140,16,1967089.0,2598.0,595.0,125.0,2014-04-17,5436,0,0,0,1,0,0,0
11141,2,3688675.0,10003.0,696.0,1172.0,2014-06-25,162,0,0,0,1,0,0,0
11142,7,657493.0,646.0,283.0,42.0,2014-07-17,3800,0,0,0,0,0,1,0
11143,13,175954.0,161.0,36.0,12.0,2012-11-28,187,0,1,0,0,0,0,0
11144,6,941014.0,5131.0,266.0,364.0,2016-08-19,156,0,0,0,1,0,0,0
11145,1,15607.0,86.0,5.0,10.0,2016-06-10,413,0,0,0,1,0,0,0
11146,2,490781.0,1096.0,83.0,66.0,2015-03-13,205,0,0,0,1,0,0,0
11147,1,273567.0,508.0,26.0,52.0,2015-09-25,437,0,1,0,0,0,0,0
11148,1,189404.0,241.0,32.0,95.0,2016-03-10,269,0,0,0,1,0,0,0
11149,2,4861.0,28.0,1.0,14.0,2010-06-08,334,0,0,0,0,0,0,0
11150,1,9329616.0,9656.0,5836.0,370.0,2016-09-10,668,0,0,0,0,1,0,0
11151,1,5735.0,25.0,0.0,0.0,2015-09-04,380,0,0,0,0,0,1,0
11152,1,74250.0,231.0,6.0,19.0,2010-08-16,222,0,0,0,1,0,0,0
11153,1,30374.0,80.0,9.0,5.0,2016-06-12,152,0,0,0,0,0,0,0
11154,1,3946.0,15.0,1.0,0.0,2016-10-07,26,0,0,0,1,0,0,0
11155,2,3091649.0,1452.0,427.0,242.0,2013-05-08,271,0,0,0,0,0,1,0
11156,1,151473.0,359.0,41.0,107.0,2016-06-05,777,0,0,0,1,0,0,0
11157,3,118988.0,309.0,48.0,423.0,2016-09-07,435,0,0,0,1,0,0,0
11158,837,24323.0,91.0,11.0,1.0,2014-08-30,243,0,0,0,0,0,1,0
11159,1,24448.0,13.0,7.0,6.0,2016-09-01,147,0,0,0,0,1,0,0
11160,4,3254484.0,29204.0,3270.0,3436.0,2016-09-05,96,0,0,0,1,0,0,0
11161,1,2383.0,10.0,0.0,0.0,2010-12-25,634,0,0,0,0,0,1,0
11162,2,383971.0,1919.0,107.0,1125.0,2016-05-27,351,0,0,0,0,1,0,0
11163,1,28012.0,49.0,15.0,4.0,2015-03-14,2319,0,0,0,1,0,0,0
11164,1,115270.0,499.0,43.0,53.0,2014-06-05,1528,0,0,0,0,0,1,0
11165,1,64157.0,221.0,36.0,245.0,2012-11-21,310,0,0,0,0,0,1,0
11166,8,1040483.0,3140.0,176.0,115.0,2015-09-25,515,0,0,0,1,0,0,0
11167,1,525.0,7.0,0.0,3.0,2016-07-28,250,0,0,0,0,0,1,0
11168,1,758340.0,6367.0,140.0,1746.0,2016-01-18,120,0,0,0,1,0,0,0
11169,1,13389.0,268.0,22.0,111.0,2016-07-27,878,0,0,0,1,0,0,0
11170,1,39668.0,595.0,11.0,47.0,2014-12-06,134,0,0,0,1,0,0,0
11171,53,7457816.0,5015.0,2846.0,790.0,2015-03-31,8358,0,0,0,0,1,0,0
11172,17,696750.0,1488.0,121.0,263.0,2014-07-08,752,0,0,0,0,1,0,0
11173,5,5593.0,,,0.0,2015-08-03,80,0,0,0,0,1,0,0
11174,1,112853.0,461.0,14.0,38.0,2012-11-22,216,0,0,0,0,0,1,0
11175,4,3688129.0,3767.0,1358.0,516.0,2012-09-16,253,0,0,1,0,0,0,0
11176,1,2219649.0,4457.0,175.0,343.0,2014-12-26,275,0,0,0,0,0,1,0
11177,1,1271151.0,5015.0,249.0,527.0,2015-02-19,408,0,0,0,1,0,0,0
11178,2,677845.0,482.0,70.0,37.0,2016-05-23,303,0,0,0,1,0,0,0
11179,142,6819.0,34.0,4.0,0.0,2016-07-01,88,0,0,0,1,0,0,0
11180,28,192832.0,903.0,67.0,236.0,2015-09-26,384,0,0,0,1,0,0,0
11181,19,985720.0,1943.0,200.0,119.0,2012-04-03,551,0,0,0,1,0,0,0
11182,1,161305.0,53.0,42.0,1.0,2013-05-08,68,0,0,0,0,0,0,1
11183,3,535500.0,2521.0,419.0,2168.0,2016-01-19,493,0,0,0,1,0,0,0
11184,1,183010.0,414.0,35.0,114.0,2015-06-24,1120,1,0,0,0,0,0,0
11185,1,8350.0,41.0,1.0,20.0,2013-09-17,117,0,0,0,1,0,0,0
11186,4,12077.0,8.0,1.0,0.0,2011-09-27,204,0,0,0,1,0,0,0
11187,3,535388.0,417.0,153.0,63.0,2014-01-08,2600,0,0,0,1,0,0,0
11188,385,105994.0,366.0,74.0,16.0,2015-07-09,277,0,0,0,0,1,0,0
11189,1,1310181.0,8869.0,97.0,303.0,2013-02-12,268,0,0,0,0,0,1,0
11190,1,24902.0,213.0,79.0,114.0,2013-08-24,88,0,0,0,1,0,0,0
11191,1,37185.0,53.0,25.0,0.0,2016-01-17,253,0,0,1,0,0,0,0
11192,1,14338.0,204.0,2.0,90.0,2014-04-28,697,0,0,0,1,0,0,0
11193,25,10310997.0,23876.0,2269.0,2355.0,2013-11-06,5433,0,0,0,0,0,1,0
11194,36,19620997.0,54535.0,8775.0,3857.0,2015-11-30,264,0,0,0,1,0,0,0
11195,150,1333912.0,491.0,212.0,59.0,2012-10-24,119,0,0,0,1,0,0,0
11196,19,1366057.0,16667.0,826.0,4679.0,2016-05-21,953,0,0,0,1,0,0,0
11197,248,1518330.0,26781.0,358.0,1778.0,2014-05-10,370,0,1,0,0,0,0,0
11198,1,282201.0,64.0,32.0,14.0,2014-01-05,43,1,0,0,0,0,0,0
11199,5,358178.0,11511.0,305.0,305.0,2016-08-26,216,0,0,0,0,1,0,0
11200,4,155042.0,192.0,29.0,43.0,2015-10-23,787,0,0,0,1,0,0,0
11201,3,16349.0,222.0,1.0,108.0,2014-04-27,678,0,0,0,1,0,0,0
11202,3,229.0,0.0,0.0,1.0,2016-03-14,26,0,0,0,1,0,0,0
11203,1,14275.0,25.0,2.0,1.0,2013-04-02,106,1,0,0,0,0,0,0
